label,garden,bed,taxon,HvA,population,genotype,longitude,latitude,herbivory_2019,flowers_2019,fruits_2019,biomass_2019,survival_2020,length,width,length_width_ratio,area,chlorophyll,specific_leaf_area,leaf_traits_pc1,leaf_traits_pc2,leaf_traits_pc3,geographic_distance,genetic_distance,environmental_distance
515,2-Deamii-JC,3,pilosa,away,1723,1723_04,-87.93854,36.59687,0,0,0,729,0,6.341,0.487,13.021,2.643,52,212.119,1.02249435,-0.79394455,0.385136938,73636.39612,0.575,0.825041483
537,2-Deamii-JC,3,pilosa,away,1723,1723_21,-87.93854,36.59687,1,6,4,2844,0,6.551,0.649,10.094,3.294,53.8,121.192,0.173829203,0.639720033,1.097808625,73636.39612,0.575,0.825041483
541,2-Deamii-JC,3,pilosa,away,1723,1723_16,-87.93854,36.59687,1,11,24,2287,0,7.206,0.565,12.754,3.203,59.9,137.115,0.421760007,0.636916049,1.652198173,73636.39612,0.575,0.825041483
587,2-Deamii-JC,4,pilosa,away,1723,1723_15,-87.93854,36.59687,1,30,37,1205,0,7.192,0.513,14.019,3.132,57.7,181.355,0.912534734,0.136886124,1.085766503,73636.39612,0.575,0.825041483
602,2-Deamii-JC,4,pilosa,away,1723,1723_22,-87.93854,36.59687,1,0,0,191,0,8.191,0.443,18.49,3.313,53.8,124.129,2.171178606,0.507869715,1.787738755,73636.39612,0.575,0.825041483
621,2-Deamii-JC,4,pilosa,away,1723,1723_08,-87.93854,36.59687,0,19,25,1528,0,7.552,0.616,12.26,3.921,52.1,121.506,1.016147533,1.131354668,0.954903577,73636.39612,0.575,0.825041483
638,2-Deamii-JC,4,pilosa,away,1723,1723_01,-87.93854,36.59687,1,11,48,2808,0,6.415,0.624,10.28,3.161,51.1,114.405,0.398953782,0.416202214,1.063887535,73636.396,0.575,0.825041483
641,2-Deamii-JC,4,pilosa,away,1723,1723_11,-87.93854,36.59687,1,0,0,291,1,6.296,0.385,16.353,2.292,40.1,161.295,2.474405602,-1.370193465,0.535826516,73636.396,0.575,0.825041483
332,2-Deamii-JC,1,pilosa,away,1728,1728_12,-88.04331,35.94396,1,42,101,3295.68,0,6.259,0.439,14.257,2.306,54.7,156.551,0.942878746,-0.727972835,1.526094508,143224.733,0.57849,2.979393654
351,2-Deamii-JC,1,pilosa,away,1728,1728_02,-88.04331,35.94396,1,46,31,1980,0,7.308,0.591,12.365,3.702,48.8,159.845,1.29305647,0.543677485,0.31887497,143224.733,0.57849,2.979393654
356,2-Deamii-JC,1,pilosa,away,1728,1728_11,-88.04331,35.94396,1,48,192,1097,0,6.456,0.566,11.406,2.932,50.8,150.051,0.723197635,-0.07692136,0.798220343,143224.733,0.57849,2.979393654
428,2-Deamii-JC,2,pilosa,away,1728,1728_03,-88.04331,35.94396,1,120,159,4816.68,0,7.244,0.487,14.875,2.908,51,174.865,1.5759483,-0.247769422,0.795486973,143224.7334,0.57849,2.979393654
436,2-Deamii-JC,2,pilosa,away,1728,1728_25,-88.04331,35.94396,1,5,81,1765,0,6.545,0.701,9.337,3.418,44.9,190.843,0.750848086,0.130523263,-0.629765155,143224.7334,0.57849,2.979393654
458,2-Deamii-JC,2,pilosa,away,1728,1728_01,-88.04331,35.94396,0,50,71,2814,0,5.334,0.41,13.01,2.336,49.9,287.685,1.129946354,-1.891016515,-0.523203022,143224.7334,0.57849,2.979393654
461,2-Deamii-JC,2,pilosa,away,1728,1728_08,-88.04331,35.94396,1,18,64,1300.84,0,5.886,0.539,10.92,2.172,51.6,336.744,0.639182227,-1.828357067,-1.295068309,143224.7334,0.57849,2.979393654
469,2-Deamii-JC,2,pilosa,away,1728,1728_13,-88.04331,35.94396,1,44,64,1453.52,0,9.282,0.591,15.706,4.525,50.6,240.053,2.338873889,1.088918639,-0.630576714,143224.7334,0.57849,2.979393654
512,2-Deamii-JC,3,pilosa,away,1728,1728_17,-88.04331,35.94396,1,0,0,126,1,9.621,0.692,13.903,5.057,50,192.501,2.031877291,1.998830297,-0.466223377,143224.7334,0.57849,2.979393654
514,2-Deamii-JC,3,pilosa,away,1728,1728_07,-88.04331,35.94396,1,0,10,549,0,6.351,0.439,14.467,2.477,48.4,155.688,1.50324378,-0.801455166,1.018564453,143224.7334,0.57849,2.979393654
531,2-Deamii-JC,3,pilosa,away,1728,1728_23,-88.04331,35.94396,0,5,38,4473,0,8.036,0.871,9.226,5.169,46.1,227.91,0.949373749,1.808857647,-1.768394398,143224.7334,0.57849,2.979393654
559,2-Deamii-JC,3,pilosa,away,1728,1728_04,-88.04331,35.94396,1,0,0,247,0,6.592,0.462,14.268,2.578,50.4,197.851,1.405360127,-0.812603524,0.559652644,143224.7334,0.57849,2.979393654
569,2-Deamii-JC,4,pilosa,away,1728,1728_24,-88.04331,35.94396,0,40,126,6117,0,7.179,0.692,10.374,4.194,49.3,187.316,0.834821162,0.927691798,-0.386029806,143224.7334,0.57849,2.979393654
573,2-Deamii-JC,4,pilosa,away,1728,1728_06,-88.04331,35.94396,0,244,142,8707,0,7.795,0.616,12.654,4.388,48.4,207.864,1.588900641,0.863338364,-0.532140574,143224.7334,0.57849,2.979393654
633,2-Deamii-JC,4,pilosa,away,1728,1728_19,-88.04331,35.94396,0,57,29,3090,0,9.131,0.795,11.486,5.415,48.8,165.445,1.459123559,2.485666431,-0.59493641,143224.733,0.57849,2.979393654
639,2-Deamii-JC,4,pilosa,away,1728,1728_05,-88.04331,35.94396,1,110,57,1799,0,9.112,0.745,12.231,5.006,43.9,222.291,2.059896678,1.599385321,-1.467935674,143224.733,0.57849,2.979393654
359,2-Deamii-JC,1,pilosa,away,1729_pil,1729_02,-88.0375,35.92486,1,67,88,2782.96,0,6.558,0.591,11.096,3.071,42.8,254.643,1.424588079,-0.788355578,-1.241536515,145042.89,0.56357,2.98808599
364,2-Deamii-JC,1,pilosa,away,1729_pil,1729_01,-88.0375,35.92486,1,14,21,974.24,0,6.011,0.468,12.844,2.411,38.9,288.053,2.029642896,-1.943771555,-1.501437649,145042.89,0.56357,2.98808599
378,2-Deamii-JC,1,pilosa,away,1729_pil,1729_20,-88.0375,35.92486,1,76,141,5477.72,0,6.878,0.693,9.925,3.275,49.7,369.222,0.772887759,-0.797867659,-2.456062994,145042.89,0.56357,2.98808599
379,2-Deamii-JC,1,pilosa,away,1729_pil,1729_15,-88.0375,35.92486,1,1,11,-63.88,1,9.114,0.513,17.766,3.613,44.4,243.464,3.097094838,0.040965789,-0.686192497,145042.89,0.56357,2.98808599
420,2-Deamii-JC,2,pilosa,away,1729_pil,1729_19,-88.0375,35.92486,1,40,15,1340.84,0,9.311,0.685,13.593,4.529,54.4,124.048,1.427403522,2.115260739,0.878336611,145042.8897,0.56357,2.98808599
427,2-Deamii-JC,2,pilosa,away,1729_pil,1729_22,-88.0375,35.92486,0,6,31,2144.12,0,7.646,0.639,11.966,4.172,51.7,130.009,1.026929732,1.306612924,0.697438868,145042.8897,0.56357,2.98808599
446,2-Deamii-JC,2,pilosa,away,1729_pil,1729_11,-88.0375,35.92486,0,28,56,1100,0,9.336,0.675,13.831,4.912,51.1,246.092,1.944937562,1.528505174,-0.99991052,145042.8897,0.56357,2.98808599
457,2-Deamii-JC,2,pilosa,away,1729_pil,1729_04,-88.0375,35.92486,1,9,26,738,0,6.159,0.565,10.901,2.733,46.6,215.706,0.960155958,-0.798500295,-0.329218995,145042.8897,0.56357,2.98808599
511,2-Deamii-JC,3,pilosa,away,1729_pil,1729_16,-88.0375,35.92486,1,4,0,1030,0,9.111,0.725,12.567,5.168,50.3,175.842,1.614220526,2.149742732,-0.376859428,145042.8897,0.56357,2.98808599
513,2-Deamii-JC,3,pilosa,away,1729_pil,1729_10,-88.0375,35.92486,1,19,0,1950,1,5.127,0.411,12.474,1.811,50.6,183.3,0.749163502,-1.647072043,0.970307601,145042.8897,0.56357,2.98808599
536,2-Deamii-JC,3,pilosa,away,1729_pil,1729_06,-88.0375,35.92486,0,3,0,2536,0,9.399,0.388,24.224,2.821,45.6,213.389,4.047376508,-0.498636203,0.496215261,145042.8897,0.56357,2.98808599
601,2-Deamii-JC,4,pilosa,away,1729_pil,1729_17,-88.0375,35.92486,1,0,0,127,1,5.833,0.566,10.306,2.578,52.4,190.118,0.290054966,-0.621967867,0.453969771,145042.8897,0.56357,2.98808599
612,2-Deamii-JC,4,pilosa,away,1729_pil,1729_12,-88.0375,35.92486,0,13,47,2591,0,6.891,0.498,13.837,2.499,39.5,158.969,2.137780144,-0.861667862,0.156092085,145042.8897,0.56357,2.98808599
634,2-Deamii-JC,4,pilosa,away,1729_pil,1729_05,-88.0375,35.92486,1,110,63,3740,1,7.061,0.564,12.52,2.848,51.4,139.539,0.96897894,0.068025795,1.052144233,145042.89,0.56357,2.98808599
647,3-Pilosa-LBL,1,amoena,away,1701,1701_06,-83.14457,34.68221,1,0,0,263,0,3.778,0.704,5.366,1.941,59.5,234.42,-1.800175746,-1.182792933,0.137521157,516105.483,0.59444,2.690237102
698,3-Pilosa-LBL,1,amoena,away,1701,1701_02,-83.14457,34.68221,1,37,68,3052.92,0,4.585,0.889,5.157,3.174,51.1,160.061,-1.304148887,0.37075765,-0.216690236,516105.483,0.59444,2.690237102
701,3-Pilosa-LBL,1,amoena,away,1701,1701_08,-83.14457,34.68221,1,9,20,1024.4,0,4.569,0.616,7.417,2.218,55.8,166.018,-0.883984337,-0.754685249,0.899470678,516105.483,0.59444,2.690237102
716,3-Pilosa-LBL,1,amoena,away,1701,1701_17,-83.14457,34.68221,1,22,46,2140.4,1,4.391,0.868,5.059,2.871,49.1,220.338,-1.131643385,-0.338356603,-1.026580706,516105.483,0.59444,2.690237102
730,3-Pilosa-LBL,2,amoena,away,1701,1701_16,-83.14457,34.68221,1,4,12,1688,1,4.255,0.667,6.379,2.197,51.3,186.82,-0.847348851,-0.992636533,0.158492295,516105.483,0.59444,2.690237102
747,3-Pilosa-LBL,2,amoena,away,1701,1701_05,-83.14457,34.68221,1,0,0,36,0,3.831,0.734,5.219,2.139,56.8,173.198,-1.714810312,-0.705188886,0.599031576,516105.483,0.59444,2.690237102
751,3-Pilosa-LBL,2,amoena,away,1701,1701_11,-83.14457,34.68221,1,0,0,16,0,3.647,0.643,5.672,1.573,52.3,194.919,-1.200415177,-1.601577699,0.304846407,516105.483,0.59444,2.690237102
787,3-Pilosa-LBL,2,amoena,away,1701,1701_20,-83.14457,34.68221,1,0,0,-135,0,3.913,0.771,5.075,2.361,58.5,192.107,-1.87288743,-0.511526074,0.359249395,516105.483,0.59444,2.690237102
806,3-Pilosa-LBL,3,amoena,away,1701,1701_01,-83.14457,34.68221,1,6,26,357,0,3.209,0.745,4.307,1.841,55.1,192.775,-1.912004478,-1.179450349,0.236564668,516105.483,0.59444,2.690237102
826,3-Pilosa-LBL,3,amoena,away,1701,1701_12,-83.14457,34.68221,1,0,0,483,0,2.911,0.643,4.527,1.455,58.1,200.413,-2.00951871,-1.668741895,0.660271275,516105.483,0.59444,2.690237102
863,3-Pilosa-LBL,3,amoena,away,1701,1701_04,-83.14457,34.68221,1,0,0,5929,0,2.799,0.595,4.704,1.213,46.5,223.389,-1.014889153,-2.484100576,-0.366985182,516105.483,0.59444,2.690237102
870,3-Pilosa-LBL,3,amoena,away,1701,1701_18,-83.14457,34.68221,1,0,0,-233,0,3.606,0.535,6.74,1.489,53.6,162.024,-0.985758578,-1.669983104,1.083953118,516105.483,0.59444,2.690237102
909,3-Pilosa-LBL,4,amoena,away,1701,1701_13,-83.14457,34.68221,1,0,0,215,1,2.391,0.654,3.656,1.186,56.4,182.743,-2.216137344,-1.884414825,0.766508573,516105.483,0.59444,2.690237102
913,3-Pilosa-LBL,4,amoena,away,1701,1701_07,-83.14457,34.68221,1,29,26,2652.08,1,4.398,0.621,7.082,2.097,52.8,160.936,-0.775607595,-0.930485415,0.741616282,516105.483,0.59444,2.690237102
944,3-Pilosa-LBL,4,amoena,away,1701,1701_10,-83.14457,34.68221,1,80,162,1825.4,0,4.662,0.868,5.371,3.321,52.9,181.575,-1.301533938,0.372772417,-0.343750738,516105.483,0.59444,2.690237102
648,3-Pilosa-LBL,1,amoena,away,1715,1715_04,-85.65458,33.19064,1,65,51,794.52,1,5.256,0.973,5.402,4.169,53.5,218.73,-1.259049438,1.097108094,-1.175163841,479624.113,0.55779,2.612022708
686,3-Pilosa-LBL,1,amoena,away,1715,1715_08,-85.65458,33.19064,1,19,30,2757.8,0,5.287,0.631,8.379,2.879,55.3,147.263,-0.494854142,-0.039266332,0.944766309,479624.113,0.55779,2.612022708
696,3-Pilosa-LBL,1,amoena,away,1715,1715_11,-85.65458,33.19064,1,87,115,4150.84,1,4.483,0.847,5.293,3.047,51.9,203.676,-1.24402378,-0.056746341,-0.597316652,479624.113,0.55779,2.612022708
720,3-Pilosa-LBL,1,amoena,away,1715,1715_17,-85.65458,33.19064,1,129,109,3126.4,1,5.753,0.656,8.77,3.264,51.9,190.321,-0.004286532,0.002993094,0.008847159,479624.113,0.55779,2.612022708
744,3-Pilosa-LBL,2,amoena,away,1715,1715_12,-85.65458,33.19064,1,51,13,3139,0,3.987,0.813,4.904,2.519,49.3,299.169,-1.101734671,-1.233511693,-1.833267222,479624.113,0.55779,2.612022708
769,3-Pilosa-LBL,2,amoena,away,1715,1715_09,-85.65458,33.19064,1,41,17,1428,0,3.63,0.86,4.221,2.272,55.8,171.991,-2.089292587,-0.404823889,0.235330831,479624.113,0.55779,2.612022708
790,3-Pilosa-LBL,2,amoena,away,1715,1715_02,-85.65458,33.19064,1,141,24,2393,0,4.441,1.013,4.384,3.583,54.4,158.26,-1.92791237,1.010560701,-0.300742907,479624.113,0.55779,2.612022708
791,3-Pilosa-LBL,2,amoena,away,1715,1715_15,-85.65458,33.19064,1,14,63,534,0,7.385,1.138,6.489,6.991,60.9,138.463,-1.209476243,4.50608348,-0.558945834,479624.113,0.55779,2.612022708
816,3-Pilosa-LBL,3,amoena,away,1715,1715_13,-85.65458,33.19064,1,127,49,3640,1,4.788,0.778,6.154,3.431,52.3,199.709,-0.880680336,0.146212275,-0.454715093,479624.113,0.55779,2.612022708
825,3-Pilosa-LBL,3,amoena,away,1715,1715_07,-85.65458,33.19064,1,5,31,745,1,3.52,0.744,4.731,2.106,51.1,325.502,-1.258031494,-1.852235505,-1.808741328,479624.113,0.55779,2.612022708
834,3-Pilosa-LBL,3,amoena,away,1715,1715_03,-85.65458,33.19064,1,74,14,396,0,3.904,0.913,4.276,2.79,58.5,180.466,-2.257092312,0.156213953,0.109010324,479624.113,0.55779,2.612022708
883,3-Pilosa-LBL,3,amoena,away,1715,1715_14,-85.65458,33.19064,1,193,98,4127,0,4.955,0.795,6.233,3.156,48.1,275.633,-0.476216821,-0.551201644,-1.699678705,479624.113,0.55779,2.612022708
887,3-Pilosa-LBL,4,amoena,away,1715,1715_06,-85.65458,33.19064,1,47,67,1787.72,1,3.872,0.758,5.108,2.307,57.3,194.356,-1.76214825,-0.638340981,0.277028156,479624.113,0.55779,2.612022708
903,3-Pilosa-LBL,4,amoena,away,1715,1715_10,-85.65458,33.19064,1,53,26,1187.8,0,4.869,0.947,5.141,3.635,48.1,226.339,-0.982841286,0.376991607,-1.513860758,479624.113,0.55779,2.612022708
911,3-Pilosa-LBL,4,amoena,away,1715,1715_05,-85.65458,33.19064,1,0,0,-165,0,4.874,0.885,5.507,3.39,53.5,224.355,-1.24654859,0.269829877,-0.88453025,479624.113,0.55779,2.612022708
932,3-Pilosa-LBL,4,amoena,away,1715,1715_16,-85.65458,33.19064,1,123,74,4130.72,0,6.355,0.982,6.471,5.308,50.8,211.558,-0.490085365,2.055921179,-1.553962792,479624.113,0.55779,2.612022708
643,3-Pilosa-LBL,1,amoena,away,1716,1716_16,-87.35549,33.66987,1,66,41,1909.72,0,3.868,0.838,4.616,2.651,61.1,149.689,-2.312679753,0.157295969,0.884739797,377824.693,0.60086,3.427944364
651,3-Pilosa-LBL,1,amoena,away,1716,1716_01,-87.35549,33.66987,1,4,23,669.4,0,5.684,1.11,5.121,4.926,48.9,206.454,-1.046656697,1.912115897,-1.823343651,377824.693,0.60086,3.427944364
671,3-Pilosa-LBL,1,amoena,away,1716,1716_06,-87.35549,33.66987,1,52,60,5224.56,0,4.649,1.457,3.191,5.011,60.1,151.757,-3.289251709,3.219686999,-0.992066697,377824.693,0.60086,3.427944364
691,3-Pilosa-LBL,1,amoena,away,1716,1716_13,-87.35549,33.66987,1,178,125,6523.4,0,4.108,1.245,3.3,3.878,55.5,211.797,-2.66213897,1.37592366,-1.435038235,377824.693,0.60086,3.427944364
731,3-Pilosa-LBL,2,amoena,away,1716,1716_19,-87.35549,33.66987,1,88,74,3233,1,3.764,1.035,3.637,3.091,51.9,152.944,-2.138574793,0.538149851,-0.370022408,377824.693,0.60086,3.427944364
759,3-Pilosa-LBL,2,amoena,away,1716,1716_03,-87.35549,33.66987,1,190,58,4194,0,3.923,1.145,3.426,3.327,50.9,249.775,-2.138963756,0.371425078,-1.945880817,377824.693,0.60086,3.427944364
781,3-Pilosa-LBL,2,amoena,away,1716,1716_14,-87.35549,33.66987,1,60,43,374,0,2.943,1.014,2.902,2.463,56.3,144.542,-2.846085329,0.099840415,0.24175707,377824.693,0.60086,3.427944364
802,3-Pilosa-LBL,2,amoena,away,1716,1716_10,-87.35549,33.66987,1,63,56,1242,0,4.637,0.94,4.933,3.658,56.3,168.339,-1.763349096,0.944148983,-0.148596339,377824.693,0.60086,3.427944364
817,3-Pilosa-LBL,3,amoena,away,1716,1716_02,-87.35549,33.66987,1,199,51,4986,0,5.159,1.024,5.038,4.581,55.8,172.738,-1.631137373,1.812077268,-0.626067305,377824.693,0.60086,3.427944364
831,3-Pilosa-LBL,3,amoena,away,1716,1716_15,-87.35549,33.66987,1,9,0,334,1,3.508,0.801,4.38,2.366,49.3,186.006,-1.438239422,-0.798175128,-0.35438522,377824.693,0.60086,3.427944364
854,3-Pilosa-LBL,3,amoena,away,1716,1716_18,-87.35549,33.66987,1,20,27,3348,1,3.487,0.857,4.069,2.023,57.2,195.082,-2.252800819,-0.69550095,0.111657019,377824.693,0.60086,3.427944364
867,3-Pilosa-LBL,3,amoena,away,1716,1716_09,-87.35549,33.66987,1,106,106,5186,0,3.955,0.996,3.971,3.205,53.9,165.719,-2.078671118,0.559727395,-0.324505657,377824.693,0.60086,3.427944364
888,3-Pilosa-LBL,4,amoena,away,1716,1716_07,-87.35549,33.66987,1,31,42,1265.56,0,3.062,1.265,2.421,2.802,54.2,181.125,-3.187691556,0.621203292,-0.94094177,377824.693,0.60086,3.427944364
892,3-Pilosa-LBL,4,amoena,away,1716,1716_04,-87.35549,33.66987,1,150,73,524.12,0,4.547,1.126,4.038,3.915,55.2,161.643,-2.212085911,1.511495886,-0.584453754,377824.693,0.60086,3.427944364
949,3-Pilosa-LBL,4,amoena,away,1716,1716_17,-87.35549,33.66987,1,85,6,1310.52,0,3.101,1.071,2.895,2.473,46.1,175.515,-2.101614797,-0.258806286,-1.039836363,377824.693,0.60086,3.427944364
958,3-Pilosa-LBL,4,amoena,away,1716,1716_11,-87.35549,33.66987,1,77,116,748,1,5.52,0.991,5.57,4.482,54,152.242,-1.286807045,1.806689631,-0.39545638,377824.693,0.60086,3.427944364
644,3-Pilosa-LBL,1,amoena,away,1724,1724_05,-86.80475,36.85496,1,150,89,8630.48,0,6.856,0.78,8.79,4.576,47.9,243.663,0.572309862,0.935717149,-1.535476378,115853.077,0.55297,0.710191616
654,3-Pilosa-LBL,1,amoena,away,1724,1724_19,-86.80475,36.85496,1,8,24,3241.4,0,6.447,0.799,8.069,4.396,47.6,196.953,0.264355588,1.037057231,-0.982607127,115853.077,0.55297,0.710191616
668,3-Pilosa-LBL,1,amoena,away,1724,1724_15,-86.80475,36.85496,1,0,0,278,0,4.613,0.704,6.553,2.578,56.7,191.673,-1.171222741,-0.429354496,0.354604864,115853.077,0.55297,0.710191616
692,3-Pilosa-LBL,1,amoena,away,1724,1724_07,-86.80475,36.85496,1,37,31,397.08,0,5.103,0.795,6.419,3.232,46.3,165.999,-0.400357238,0.111547865,-0.453068962,115853.077,0.55297,0.710191616
728,3-Pilosa-LBL,2,amoena,away,1724,1724_03,-86.80475,36.85496,0,9,20,53,0,6.745,0.744,9.066,4.554,47.3,186.029,0.628128589,1.135433462,-0.765853026,115853.077,0.55297,0.710191616
733,3-Pilosa-LBL,2,amoena,away,1724,1724_06,-86.80475,36.85496,0,88,17,5037,0,5.143,0.799,6.437,3.277,52.9,212.516,-0.841955676,0.108003015,-0.556866498,115853.077,0.55297,0.710191616
753,3-Pilosa-LBL,2,amoena,away,1724,1724_13,-86.80475,36.85496,1,20,21,1838,0,5.952,0.896,6.643,4.541,43.6,192.824,0.048059532,1.13744031,-1.509533603,115853.077,0.55297,0.710191616
773,3-Pilosa-LBL,2,amoena,away,1724,1724_16,-86.80475,36.85496,1,109,41,1924,1,6.71,0.799,8.398,4.247,54.1,132.264,-0.223067076,1.588637532,0.393046943,115853.077,0.55297,0.710191616
809,3-Pilosa-LBL,3,amoena,away,1724,1724_18,-86.80475,36.85496,1,29,14,1712,0,3.884,0.493,7.878,1.713,53.3,242.635,-0.515182672,-2.039161742,0.100893016,115853.077,0.55297,0.710191616
811,3-Pilosa-LBL,3,amoena,away,1724,1724_08,-86.80475,36.85496,1,106,12,1364,0,4.847,0.618,7.843,2.387,52.8,175.903,-0.490261419,-0.738937352,0.514820777,115853.077,0.55297,0.710191616
832,3-Pilosa-LBL,3,amoena,away,1724,1724_02,-86.80475,36.85496,1,48,37,3298,0,6.386,0.815,7.836,4.328,43.4,179.065,0.475219665,0.978317257,-1.098250012,115853.077,0.55297,0.710191616
861,3-Pilosa-LBL,3,amoena,away,1724,1724_11,-86.80475,36.85496,1,45,32,1364,1,7.251,1.068,6.789,6.167,54.3,143.019,-0.639590452,3.524193998,-0.773069122,115853.077,0.55297,0.710191616
902,3-Pilosa-LBL,4,amoena,away,1724,1724_17,-86.80475,36.85496,1,40,23,338.24,1,5.668,0.692,8.191,3.361,53.9,144.063,-0.38355949,0.468594582,0.63706156,115853.077,0.55297,0.710191616
912,3-Pilosa-LBL,4,amoena,away,1724,1724_04,-86.80475,36.85496,1,124,74,2493.96,0,5.183,0.694,7.468,3.079,46.2,167.976,-0.026271446,-0.21362205,-0.220878026,115853.077,0.55297,0.710191616
925,3-Pilosa-LBL,4,amoena,away,1724,1724_10,-86.80475,36.85496,1,97,20,1943,0,5.302,0.881,6.018,3.874,54.8,166.337,-1.164631375,1.055899316,-0.141280453,115853.077,0.55297,0.710191616
960,3-Pilosa-LBL,4,amoena,away,1724,1724_09,-86.80475,36.85496,0,119,223,7530.32,0,5.643,1.001,5.637,4.701,49.7,150.048,-0.908600017,1.868979604,-0.768896968,115853.077,0.55297,0.710191616
665,3-Pilosa-LBL,1,amoena,away,1726,1726_15,-88.03654,35.91927,1,78,26,1660.36,0,4.718,0.709,6.654,2.445,56.3,138.527,-1.192943207,-0.187811979,1.030664199,121560.312,0.59236,2.932546726
678,3-Pilosa-LBL,1,amoena,away,1726,1726_03,-88.03654,35.91927,1,40,35,3726.36,0,6.724,0.751,8.953,3.887,53.7,164.216,-0.014872086,1.043572296,0.158028949,121560.312,0.59236,2.932546726
699,3-Pilosa-LBL,1,amoena,away,1726,1726_12,-88.03654,35.91927,1,76,91,2703.96,1,5.038,0.835,6.034,3.181,50.8,175.649,-0.900030087,0.247500102,-0.305455986,121560.312,0.59236,2.932546726
704,3-Pilosa-LBL,1,amoena,away,1726,1726_05,-88.03654,35.91927,1,55,39,4402.8,1,5.554,0.718,7.735,3.302,51.9,195.269,-0.320207252,0.096582412,-0.219462196,121560.312,0.59236,2.932546726
752,3-Pilosa-LBL,2,amoena,away,1726,1726_08,-88.03654,35.91927,1,107,45,2718,0,4.462,0.821,5.435,2.862,50,225.888,-1.021794797,-0.436247667,-0.925749834,121560.312,0.59236,2.932546726
776,3-Pilosa-LBL,2,amoena,away,1726,1726_02,-88.03654,35.91927,1,130,42,2813,1,6.063,1.002,6.051,4.882,52.6,185.698,-0.896541791,1.967298667,-1.030578142,121560.312,0.59236,2.932546726
784,3-Pilosa-LBL,2,amoena,away,1726,1726_11,-88.03654,35.91927,1,73,62,2894,0,4.138,0.903,4.583,2.875,56.1,244.058,-1.853173402,-0.213964419,-0.875679021,121560.312,0.59236,2.932546726
786,3-Pilosa-LBL,2,amoena,away,1726,1726_14,-88.03654,35.91927,1,132,101,386,0,3.873,0.899,4.308,2.646,60.1,158.348,-2.400103074,0.205832949,0.576978282,121560.312,0.59236,2.932546726
805,3-Pilosa-LBL,3,amoena,away,1726,1726_09,-88.03654,35.91927,1,0,0,111,0,4.232,0.827,5.117,2.642,45.2,362.912,-0.624126384,-1.580868797,-3.006973821,121560.312,0.59236,2.932546726
847,3-Pilosa-LBL,3,amoena,away,1726,1726_21,-88.03654,35.91927,1,63,73,1651,1,4.936,0.976,5.057,4.062,44.1,158.178,-0.762473483,1.00522944,-1.118372679,121560.312,0.59236,2.932546726
852,3-Pilosa-LBL,3,amoena,away,1726,1726_13,-88.03654,35.91927,1,79,10,2158,1,4.746,0.875,5.424,3.239,55.5,145.573,-1.543830674,0.648902717,0.325349215,121560.312,0.59236,2.932546726
878,3-Pilosa-LBL,3,amoena,away,1726,1726_01,-88.03654,35.91927,1,225,28,2572,1,5.086,0.671,7.58,2.792,50.2,203.055,-0.289129728,-0.547580178,-0.240754215,121560.312,0.59236,2.932546726
899,3-Pilosa-LBL,4,amoena,away,1726,1726_07,-88.03654,35.91927,1,62,46,2810.96,1,6.341,0.981,6.464,5.149,54.5,134.544,-0.896222678,2.519795079,-0.246713673,121560.312,0.59236,2.932546726
940,3-Pilosa-LBL,4,amoena,away,1726,1726_19,-88.03654,35.91927,1,32,67,1129.28,0,4.451,1.026,4.338,3.777,51.9,100.532,-1.815063062,1.425142449,0.16729577,121560.312,0.59236,2.932546726
942,3-Pilosa-LBL,4,amoena,away,1726,1726_04,-88.03654,35.91927,1,65,108,2692.04,1,4.838,0.755,6.408,2.867,52.7,205.667,-0.877468831,-0.29300388,-0.302203357,121560.312,0.59236,2.932546726
961,3-Pilosa-LBL,4,amoena,away,1726,1726_10,-88.03654,35.91927,1,78,47,6758.68,1,5.823,0.641,9.084,3.313,52,202.382,0.102802272,-0.05060003,-0.10932545,121560.312,0.59236,2.932546726
656,3-Pilosa-LBL,1,amoena,away,1727,1727_04,-87.00008,36.23154,1,98,74,2295.12,0,3.154,0.821,3.842,2.007,57.3,135.061,-2.379746467,-0.499567665,0.941861209,130520.466,0.5682,2.566994261
674,3-Pilosa-LBL,1,amoena,away,1727,1727_13,-87.00008,36.23154,1,49,66,2456.44,1,3.861,1.111,3.475,3.298,52.2,141.363,-2.314566994,0.942543113,-0.395330985,130520.466,0.5682,2.566994261
677,3-Pilosa-LBL,1,amoena,away,1727,1727_23,-87.00008,36.23154,1,38,40,2809.96,0,4.529,0.776,5.836,2.999,56.5,211.495,-1.354160898,-0.128140444,-0.181327898,130520.466,0.5682,2.566994261
685,3-Pilosa-LBL,1,amoena,away,1727,1727_17,-87.00008,36.23154,1,0,0,244,0,2.796,0.615,4.546,1.361,58.9,225.705,-2.018272097,-1.938499181,0.47448767,130520.466,0.5682,2.566994261
713,3-Pilosa-LBL,1,amoena,away,1727,1727_01,-87.00008,36.23154,1,28,36,963.24,0,3.029,0.592,5.117,1.406,55.1,184.514,-1.580828206,-1.79816124,0.761675473,130520.466,0.5682,2.566994261
732,3-Pilosa-LBL,2,amoena,away,1727,1727_11,-87.00008,36.23154,1,5,4,1053,0,4.033,0.592,6.813,2.035,61.6,183.499,-1.507309388,-0.947805547,1.185365562,130520.466,0.5682,2.566994261
