label,garden,bed,taxon,HvA,population,genotype,longitude,latitude,herbivory_2019,flowers_2019,fruits_2019,biomass_2019,survival_2020,length,width,length_width_ratio,area,chlorophyll,specific_leaf_area,leaf_traits_pc1,leaf_traits_pc2,leaf_traits_pc3,geographic_distance,genetic_distance,environmental_distance
743,3-Pilosa-LBL,2,amoena,away,1727,1727_15,-87.00008,36.23154,1,70,9,1286,0,3.471,0.677,5.127,1.801,55.9,164.325,-1.683861338,-1.109738431,0.827528173,130520.466,0.5682,2.566994261
763,3-Pilosa-LBL,2,amoena,away,1727,1727_21,-87.00008,36.23154,1,4,4,321,0,3.491,0.818,4.268,2.173,63.6,210.562,-2.59507178,-0.556506028,0.445089988,130520.466,0.5682,2.566994261
770,3-Pilosa-LBL,2,amoena,away,1727,1727_09,-87.00008,36.23154,1,154,42,2875,1,6.353,0.988,6.43,4.807,57.9,188.584,-1.151034604,2.10695016,-0.599558063,130520.466,0.5682,2.566994261
803,3-Pilosa-LBL,3,amoena,away,1727,1727_03,-87.00008,36.23154,1,110,66,2813,0,3.516,0.795,4.423,2.203,63.2,186.379,-2.512320266,-0.454104257,0.762335366,130520.466,0.5682,2.566994261
820,3-Pilosa-LBL,3,amoena,away,1727,1727_14,-87.00008,36.23154,1,0,2,307,0,3.769,0.535,7.045,1.736,63.4,200.926,-1.578857416,-1.370196247,1.290216424,130520.466,0.5682,2.566994261
821,3-Pilosa-LBL,3,amoena,away,1727,1727_12,-87.00008,36.23154,1,23,8,833,1,4.728,1.104,4.283,4.053,53.6,136.695,-1.970774212,1.684692525,-0.375218908,130520.466,0.5682,2.566994261
824,3-Pilosa-LBL,3,amoena,away,1727,1727_18,-87.00008,36.23154,1,0,0,165,0,4.654,0.634,7.341,2.467,50.6,76.283,-0.589745681,-0.179956657,1.543522333,130520.466,0.5682,2.566994261
860,3-Pilosa-LBL,3,amoena,away,1727,1727_07,-87.00008,36.23154,1,152,80,1607,1,3.369,0.815,4.134,2.309,57.8,154.139,-2.244982021,-0.361731745,0.682809139,130520.466,0.5682,2.566994261
893,3-Pilosa-LBL,4,amoena,away,1727,1727_08,-87.00008,36.23154,1,74,55,626.52,1,3.898,0.751,5.19,2.334,54.8,124.48,-1.619968533,-0.305271853,0.984108714,130520.466,0.5682,2.566994261
917,3-Pilosa-LBL,4,amoena,away,1727,1727_16,-87.00008,36.23154,1,35,25,1043.52,0,3.385,0.569,5.949,1.698,58.5,107.536,-1.646230191,-1.016229516,2.004881204,130520.466,0.5682,2.566994261
928,3-Pilosa-LBL,4,amoena,away,1727,1727_10,-87.00008,36.23154,1,47,12,404.68,1,3.826,0.694,5.513,2.221,53.3,186.482,-1.290977068,-0.935507479,0.224069312,130520.466,0.5682,2.566994261
954,3-Pilosa-LBL,4,amoena,away,1727,1727_02,-87.00008,36.23154,1,182,70,1826.68,0,3.648,0.876,4.164,2.507,57.7,145.587,-2.277942349,0.009821278,0.62576959,130520.466,0.5682,2.566994261
957,3-Pilosa-LBL,4,amoena,away,1727,1727_20,-87.00008,36.23154,1,16,33,875.96,1,3.077,0.718,4.286,1.631,58.6,240.206,-2.128609459,-1.566958395,0.002438991,130520.466,0.5682,2.566994261
675,3-Pilosa-LBL,1,amoena,away,1733,1733_16,-84.39869,36.70741,1,32,23,2293.24,0,4.592,0.692,6.636,2.651,48.8,242.322,-0.455345246,-0.973457383,-0.890598858,330672.406,0.5623,1.85083171
684,3-Pilosa-LBL,1,amoena,away,1733,1733_02,-84.39869,36.70741,1,0,0,302,0,5.645,0.641,8.807,2.881,55.3,254.73,-0.226500732,-0.571545221,-0.423317577,330672.406,0.5623,1.85083171
707,3-Pilosa-LBL,1,amoena,away,1733,1733_09,-84.39869,36.70741,0,51,81,5902.68,0,5.594,0.718,7.791,3.586,57.8,199.889,-0.716424262,0.465727482,0.103622638,330672.406,0.5623,1.85083171
796,3-Pilosa-LBL,2,amoena,away,1733,1733_20,-84.39869,36.70741,1,44,12,886,0,5.767,0.822,7.016,3.796,56.8,161.189,-0.945264854,1.065773724,0.246700036,330672.406,0.5623,1.85083171
797,3-Pilosa-LBL,2,amoena,away,1733,1733_03,-84.39869,36.70741,1,202,71,6029,0,3.283,0.745,4.407,1.811,50.9,205.562,-1.54137496,-1.400244428,-0.236504529,330672.406,0.5623,1.85083171
812,3-Pilosa-LBL,3,amoena,away,1733,1733_04,-84.39869,36.70741,1,17,25,1730,0,4.827,0.751,6.427,2.975,47.7,211.744,-0.460992599,-0.435475554,-0.783261119,330672.406,0.5623,1.85083171
840,3-Pilosa-LBL,3,amoena,away,1733,1733_15,-84.39869,36.70741,1,41,54,2309,0,4.259,0.709,6.007,2.421,59.6,247.799,-1.524780553,-0.827115722,-0.12989865,330672.406,0.5623,1.85083171
941,3-Pilosa-LBL,4,amoena,away,1733,1733_10,-84.39869,36.70741,1,34,39,820.4,0,5.647,0.618,9.138,2.569,53.3,242.13,-0.032842795,-0.824335142,-0.280439834,330672.406,0.5623,1.85083171
946,3-Pilosa-LBL,4,amoena,away,1733,1733_11,-84.39869,36.70741,1,36,42,2688.8,0,5.392,0.624,8.641,2.929,52.5,219.895,-0.101718014,-0.519273753,-0.184076359,330672.406,0.5623,1.85083171
667,3-Pilosa-LBL,1,amoena,away,1729_amo,1729_58,-88.0375,35.92486,1,97,66,4005.68,1,5.201,0.822,6.327,3.734,40.1,200.322,0.141229732,0.11792883,-1.547664809,120934.179,0.60118,2.932546726
683,3-Pilosa-LBL,1,amoena,away,1729_amo,1729_63,-88.0375,35.92486,1,63,97,7413.12,0,4.259,0.941,4.526,3.226,59.2,175.996,-2.19304628,0.632387647,0.068294706,120934.179,0.60118,2.932546726
700,3-Pilosa-LBL,1,amoena,away,1729_amo,1729_45,-88.0375,35.92486,1,58,97,3564,0,4.422,0.805,5.493,2.798,55.7,163.435,-1.517376217,0.034422735,0.354594326,120934.179,0.60118,2.932546726
749,3-Pilosa-LBL,2,amoena,away,1729_amo,1729_56,-88.0375,35.92486,1,110,35,4524,1,5.778,0.881,6.558,4.24,45.3,250.591,-0.074605591,0.586003028,-2.014063151,120934.179,0.60118,2.932546726
767,3-Pilosa-LBL,2,amoena,away,1729_amo,1729_53,-88.0375,35.92486,1,141,70,3717,0,4.118,0.745,5.528,2.431,49.9,153.279,-1.074113669,-0.541774607,0.241727104,120934.179,0.60118,2.932546726
768,3-Pilosa-LBL,2,amoena,away,1729_amo,1729_61,-88.0375,35.92486,1,117,45,1366,0,4.239,0.771,5.498,2.435,54.4,232.347,-1.35019022,-0.768427051,-0.468383988,120934.179,0.60118,2.932546726
779,3-Pilosa-LBL,2,amoena,away,1729_amo,1729_66,-88.0375,35.92486,1,82,54,3152,0,4.425,0.822,5.383,2.958,53,153.106,-1.352702328,0.149484415,0.202532594,120934.179,0.60118,2.932546726
845,3-Pilosa-LBL,3,amoena,away,1729_amo,1729_64,-88.0375,35.92486,1,0,0,167,0,5.001,0.897,5.575,3.982,46.1,119.544,-0.714036307,1.083455598,-0.288929983,120934.179,0.60118,2.932546726
872,3-Pilosa-LBL,3,amoena,away,1729_amo,1729_59,-88.0375,35.92486,1,49,45,2559,1,3.104,0.771,4.026,1.927,52.6,178.591,-1.849481289,-1.086833402,0.144490236,120934.179,0.60118,2.932546726
877,3-Pilosa-LBL,3,amoena,away,1729_amo,1729_57,-88.0375,35.92486,1,30,0,1174,1,4.543,0.704,6.453,2.565,56,142.659,-1.212875562,-0.188906592,0.924067666,120934.179,0.60118,2.932546726
882,3-Pilosa-LBL,3,amoena,away,1729_amo,1729_48,-88.0375,35.92486,1,94,121,2064,0,3.615,0.748,4.833,2.081,55.6,177.408,-1.765424332,-0.822221873,0.426419117,120934.179,0.60118,2.932546726
904,3-Pilosa-LBL,4,amoena,away,1729_amo,1729_54,-88.0375,35.92486,1,68,4,2172.08,0,4.693,0.667,7.036,2.776,54.1,158.992,-0.819026813,-0.258789725,0.607062966,120934.179,0.60118,2.932546726
952,3-Pilosa-LBL,4,amoena,away,1729_amo,1729_62,-88.0375,35.92486,1,95,117,1625.84,0,5.669,0.898,6.313,4.173,54.4,140.552,-1.025907112,1.506511462,0.061963388,120934.179,0.60118,2.932546726
953,3-Pilosa-LBL,4,amoena,away,1729_amo,1729_65,-88.0375,35.92486,1,132,92,2196.84,1,4.283,0.821,5.217,2.787,52.3,164.716,-1.36441912,-0.087719529,0.039560376,120934.179,0.60118,2.932546726
962,3-Pilosa-LBL,4,amoena,away,1729_amo,1729_49,-88.0375,35.92486,1,210,74,3109.56,0,5.564,0.795,6.999,3.519,55.7,198.142,-0.847153749,0.5256099,-0.189576162,120934.179,0.60118,2.932546726
646,3-Pilosa-LBL,1,deamii,away,1719,1719_01,-87.52286,37.18501,1,41,26,2568.96,0,5.057,0.718,7.043,2.797,51.2,219.717,-0.52696783,-0.509665826,-0.484525322,54156.506,0.57941,0.779990853
660,3-Pilosa-LBL,1,deamii,away,1719,1719_13,-87.52286,37.18501,1,50,60,2442.72,0,4.553,0.957,4.758,3.289,54.3,194.156,-1.707044636,0.499533708,-0.573539982,54156.506,0.57941,0.779990853
662,3-Pilosa-LBL,1,deamii,away,1719,1719_16,-87.52286,37.18501,1,47,49,881.24,0,5.378,0.947,5.679,4.032,53.4,172.529,-1.198855219,1.24021126,-0.500631428,54156.506,0.57941,0.779990853
680,3-Pilosa-LBL,1,deamii,away,1719,1719_01,-87.52286,37.18501,1,46,44,2908,0,5.057,0.718,7.043,2.797,51.2,219.717,-0.52696783,-0.509665826,-0.484525322,54156.506,0.57941,0.779990853
697,3-Pilosa-LBL,1,deamii,away,1719,1719_13,-87.52286,37.18501,1,0,0,265,0,4.553,0.957,4.758,3.289,54.3,194.156,-1.707044636,0.499533708,-0.573539982,54156.506,0.57941,0.779990853
721,3-Pilosa-LBL,1,deamii,away,1719,1719_19,-87.52286,37.18501,0,80,78,4831.12,1,4.111,0.854,4.814,2.918,58.8,114.207,-2.088206696,0.551706416,1.071401303,54156.506,0.57941,0.779990853
725,3-Pilosa-LBL,2,deamii,away,1719,1719_11,-87.52286,37.18501,0,46,0,2590,1,3.676,0.921,3.991,2.602,52.2,161.214,-1.936240611,-0.097506622,-0.107572791,54156.506,0.57941,0.779990853
726,3-Pilosa-LBL,2,deamii,away,1719,1719_06,-87.52286,37.18501,0,93,73,1779,1,3.898,0.97,4.019,3.087,55.5,201.107,-2.12416163,0.25807387,-0.573556417,54156.506,0.57941,0.779990853
739,3-Pilosa-LBL,2,deamii,away,1719,1719_04,-87.52286,37.18501,1,50,14,2332,1,5.149,0.872,5.905,3.576,52.9,247.989,-0.989614397,0.263341345,-1.238971885,54156.506,0.57941,0.779990853
742,3-Pilosa-LBL,2,deamii,away,1719,1719_19,-87.52286,37.18501,0,32,35,2513,0,4.111,0.854,4.814,2.918,58.8,114.207,-2.088206696,0.551706416,1.071401303,54156.506,0.57941,0.779990853
755,3-Pilosa-LBL,2,deamii,away,1719,1719_12,-87.52286,37.18501,1,41,30,2920,0,6.219,0.89,6.988,4.641,50.5,190.361,-0.343640616,1.492061055,-0.948571054,54156.506,0.57941,0.779990853
795,3-Pilosa-LBL,2,deamii,away,1719,1719_18,-87.52286,37.18501,1,332,106,12190,1,4.68,0.669,6.996,2.621,51.2,284.273,-0.469630969,-1.191628109,-1.176260608,54156.506,0.57941,0.779990853
815,3-Pilosa-LBL,3,deamii,away,1719,1719_08,-87.52286,37.18501,1,192,37,9525,0,4.601,0.703,6.545,2.754,56.1,164.614,-1.138755074,-0.17810742,0.609124323,54156.506,0.57941,0.779990853
818,3-Pilosa-LBL,3,deamii,away,1719,1719_16,-87.52286,37.18501,1,14,19,577,1,5.378,0.947,5.679,4.032,53.4,172.529,-1.198855219,1.24021126,-0.500631428,54156.506,0.57941,0.779990853
841,3-Pilosa-LBL,3,deamii,away,1719,1719_06,-87.52286,37.18501,1,59,79,2171,0,3.898,0.97,4.019,3.087,55.5,201.107,-2.12416163,0.25807387,-0.573556417,54156.506,0.57941,0.779990853
844,3-Pilosa-LBL,3,deamii,away,1719,1719_08,-87.52286,37.18501,1,0,0,1005,0,4.601,0.703,6.545,2.754,56.1,164.614,-1.138755074,-0.17810742,0.609124323,54156.506,0.57941,0.779990853
850,3-Pilosa-LBL,3,deamii,away,1719,1719_18,-87.52286,37.18501,1,26,29,1566,0,4.68,0.669,6.996,2.621,51.2,284.273,-0.469630969,-1.191628109,-1.176260608,54156.506,0.57941,0.779990853
894,3-Pilosa-LBL,4,deamii,away,1719,1719_04,-87.52286,37.18501,0,55,63,1199.84,0,5.149,0.872,5.905,3.576,52.9,247.989,-0.989614397,0.263341345,-1.238971885,54156.506,0.57941,0.779990853
897,3-Pilosa-LBL,4,deamii,away,1719,1719_20,-87.52286,37.18501,1,14,10,595.4,0,5.262,0.891,5.906,3.499,56.6,168.871,-1.396231377,0.864825542,0.038731715,54156.506,0.57941,0.779990853
900,3-Pilosa-LBL,4,deamii,away,1719,1719_20,-87.52286,37.18501,0,23,24,152.24,0,5.262,0.891,5.906,3.499,56.6,168.871,-1.396231377,0.864825542,0.038731715,54156.506,0.57941,0.779990853
935,3-Pilosa-LBL,4,deamii,away,1719,1719_12,-87.52286,37.18501,1,19,18,983.8,0,6.219,0.89,6.988,4.641,50.5,190.361,-0.343640616,1.492061055,-0.948571054,54156.506,0.57941,0.779990853
936,3-Pilosa-LBL,4,deamii,away,1719,1719_11,-87.52286,37.18501,1,9,17,1275,0,3.676,0.921,3.991,2.602,52.2,161.214,-1.936240611,-0.097506622,-0.107572791,54156.506,0.57941,0.779990853
649,3-Pilosa-LBL,1,deamii,away,1720,1505_BG17,-87.48447,37.14971,1,0,0,286,0,3.225,0.623,5.177,1.624,54,120.296,-1.556172729,-1.204351024,1.386290801,56221.306,0.575,0.70510134
658,3-Pilosa-LBL,1,deamii,away,1720,1720_02,-87.48447,37.14971,1,4,14,783.28,0,3.709,0.807,4.596,2.358,52.9,213.587,-1.612372002,-0.789507143,-0.428402854,56153.158,0.575,0.70510134
670,3-Pilosa-LBL,1,deamii,away,1720,1720_10,-87.48447,37.14971,1,78,104,2983.72,0,4.974,0.744,6.685,2.836,59.9,103.845,-1.468447634,0.527850816,1.586843938,56153.158,0.575,0.70510134
673,3-Pilosa-LBL,1,deamii,away,1720,1720_07,-87.48447,37.14971,1,52,56,3122.56,0,4.725,0.701,6.74,2.969,49.9,156.758,-0.577633338,-0.175627372,0.189950387,56153.158,0.575,0.70510134
676,3-Pilosa-LBL,1,deamii,away,1720,1505_BG17,-87.48447,37.14971,1,30,53,2203.72,1,3.225,0.623,5.177,1.624,54,120.296,-1.556172729,-1.204351024,1.386290801,56221.306,0.575,0.70510134
702,3-Pilosa-LBL,1,deamii,away,1720,1720_19,-87.48447,37.14971,1,2,7,387.24,0,3.983,0.718,5.547,2.044,54.8,146.734,-1.485066282,-0.685179639,0.8499556,56153.158,0.575,0.70510134
709,3-Pilosa-LBL,1,deamii,away,1720,1720_10,-87.48447,37.14971,1,87,81,4250.84,0,4.974,0.744,6.685,2.836,59.9,103.845,-1.468447634,0.527850816,1.586843938,56153.158,0.575,0.70510134
710,3-Pilosa-LBL,1,deamii,away,1720,1720_01,-87.48447,37.14971,1,35,60,2443.12,1,7.155,0.752,9.515,4.14,49.7,214.286,0.580038228,0.875889566,-0.829033661,56153.158,0.575,0.70510134
729,3-Pilosa-LBL,2,deamii,away,1720,1720_08,-87.48447,37.14971,1,31,5,1178,0,4.331,0.679,6.378,2.164,52.3,209.487,-0.906028241,-1.071583437,-0.06625761,56153.158,0.575,0.70510134
736,3-Pilosa-LBL,2,deamii,away,1720,1720_06,-87.48447,37.14971,1,51,16,3766,1,4.529,0.533,8.497,1.965,52,174.667,-0.29842535,-1.295232406,0.757694284,56153.158,0.575,0.70510134
758,3-Pilosa-LBL,2,deamii,away,1720,1505_BG16,-87.48447,37.14971,1,50,35,1667,1,4.418,0.946,4.67,3.368,51.4,105.912,-1.608346728,0.919516939,0.322972072,56221.306,0.575,0.70510134
761,3-Pilosa-LBL,2,deamii,away,1720,1720_05,-87.48447,37.14971,1,46,47,344,0,4.049,0.703,5.76,2.357,56.2,96.797,-1.537378154,-0.156280704,1.548494953,56153.158,0.575,0.70510134
771,3-Pilosa-LBL,2,deamii,away,1720,1720_17,-87.48447,37.14971,1,239,179,7121,0,3.933,0.852,4.616,2.629,50.1,262.637,-1.335353202,-0.843867516,-1.417074584,56153.158,0.575,0.70510134
772,3-Pilosa-LBL,2,deamii,away,1720,1720_08,-87.48447,37.14971,1,4,8,-23,0,4.331,0.679,6.378,2.164,52.3,209.487,-0.906028241,-1.071583437,-0.06625761,56153.158,0.575,0.70510134
774,3-Pilosa-LBL,2,deamii,away,1720,1720_16,-87.48447,37.14971,0,36,55,1358,0,4.526,1.001,4.521,3.495,57.3,274.548,-1.948279622,0.359116232,-1.50896393,56153.158,0.575,0.70510134
780,3-Pilosa-LBL,2,deamii,away,1720,1720_20,-87.48447,37.14971,0,103,49,2645,1,5.191,0.843,6.158,3.323,57.5,141.766,-1.4021944,0.815057831,0.594836061,56153.158,0.575,0.70510134
807,3-Pilosa-LBL,3,deamii,away,1720,1720_19,-87.48447,37.14971,1,49,25,4614,1,3.983,0.718,5.547,2.044,54.8,146.734,-1.485066282,-0.685179639,0.8499556,56153.158,0.575,0.70510134
833,3-Pilosa-LBL,3,deamii,away,1720,1720_20,-87.48447,37.14971,1,29,20,839,1,5.191,0.843,6.158,3.323,57.5,141.766,-1.4021944,0.815057831,0.594836061,56153.158,0.575,0.70510134
839,3-Pilosa-LBL,3,deamii,away,1720,1720_01,-87.48447,37.14971,0,5,2,648,0,7.155,0.752,9.515,4.14,49.7,214.286,0.580038228,0.875889566,-0.829033661,56153.158,0.575,0.70510134
842,3-Pilosa-LBL,3,deamii,away,1720,1720_09,-87.48447,37.14971,1,7,17,2025,0,5.206,0.925,5.628,3.816,56.7,194.595,-1.45895339,0.993295594,-0.435729072,56153.158,0.575,0.70510134
843,3-Pilosa-LBL,3,deamii,away,1720,1720_03,-87.48447,37.14971,1,6,4,1482,1,5.208,0.703,7.408,2.951,51,175.446,-0.425195848,-0.156556944,0.066824845,56153.158,0.575,0.70510134
848,3-Pilosa-LBL,3,deamii,away,1720,1505_BG16,-87.48447,37.14971,1,35,41,1903,0,4.418,0.946,4.67,3.368,51.4,105.912,-1.608346728,0.919516939,0.322972072,56221.306,0.575,0.70510134
849,3-Pilosa-LBL,3,deamii,away,1720,1720_16,-87.48447,37.14971,1,51,60,1173,0,4.526,1.001,4.521,3.495,57.3,274.548,-1.948279622,0.359116232,-1.50896393,56153.158,0.575,0.70510134
851,3-Pilosa-LBL,3,deamii,away,1720,1720_03,-87.48447,37.14971,1,20,4,2313,0,5.208,0.703,7.408,2.951,51,175.446,-0.425195848,-0.156556944,0.066824845,56153.158,0.575,0.70510134
856,3-Pilosa-LBL,3,deamii,away,1720,1504_BG15,-87.48447,37.14971,1,25,17,2851,0,3.273,0.9,3.637,2.325,55.5,150.974,-2.350652082,-0.241263666,0.369358297,53744.16,0.575,0.70510134
874,3-Pilosa-LBL,3,deamii,away,1720,1720_09,-87.48447,37.14971,1,0,0,278,0,5.206,0.925,5.628,3.816,56.7,194.595,-1.45895339,0.993295594,-0.435729072,56153.158,0.575,0.70510134
881,3-Pilosa-LBL,3,deamii,away,1720,1720_14,-87.48447,37.14971,0,31,32,2592,0,4.334,0.694,6.245,2.316,56.6,159.285,-1.332587192,-0.497654638,0.831312746,56153.158,0.575,0.70510134
885,3-Pilosa-LBL,4,deamii,away,1720,1720_14,-87.48447,37.14971,1,62,45,2519.84,0,4.334,0.694,6.245,2.316,56.6,159.285,-1.332587192,-0.497654638,0.831312746,56153.158,0.575,0.70510134
889,3-Pilosa-LBL,4,deamii,away,1720,1720_06,-87.48447,37.14971,1,69,115,1652.68,0,4.529,0.533,8.497,1.965,52,174.667,-0.29842535,-1.295232406,0.757694284,56153.158,0.575,0.70510134
906,3-Pilosa-LBL,4,deamii,away,1720,1504_BG15,-87.48447,37.14971,1,47,54,2582.96,0,3.273,0.9,3.637,2.325,55.5,150.974,-2.350652082,-0.241263666,0.369358297,53744.16,0.575,0.70510134
907,3-Pilosa-LBL,4,deamii,away,1720,1603_BG56,-87.48447,37.14971,1,1,11,1964.12,0,5.496,0.976,5.631,4.283,56.7,156.772,-1.48036529,1.699653409,-0.165171358,53730.426,0.575,0.70510134
914,3-Pilosa-LBL,4,deamii,away,1720,1603_BG56,-87.48447,37.14971,1,7,34,161.24,0,5.496,0.976,5.631,4.283,56.7,156.772,-1.48036529,1.699653409,-0.165171358,53730.426,0.575,0.70510134
919,3-Pilosa-LBL,4,deamii,away,1720,1720_05,-87.48447,37.14971,1,36,66,1098.28,0,4.049,0.703,5.76,2.357,56.2,96.797,-1.537378154,-0.156280704,1.548494953,56153.158,0.575,0.70510134
926,3-Pilosa-LBL,4,deamii,away,1720,1720_02,-87.48447,37.14971,1,24,28,1658.12,0,3.709,0.807,4.596,2.358,52.9,213.587,-1.612372002,-0.789507143,-0.428402854,56153.158,0.575,0.70510134
938,3-Pilosa-LBL,4,deamii,away,1720,1720_17,-87.48447,37.14971,1,18,36,767.32,1,3.933,0.852,4.616,2.629,50.1,262.637,-1.335353202,-0.843867516,-1.417074584,56153.158,0.575,0.70510134
945,3-Pilosa-LBL,4,deamii,away,1720,1720_07,-87.48447,37.14971,1,45,77,3371.12,0,4.725,0.701,6.74,2.969,49.9,156.758,-0.577633338,-0.175627372,0.189950387,56153.158,0.575,0.70510134
653,3-Pilosa-LBL,1,deamii,away,1721,1721_21,-88.12802,36.9404,0,52,75,4478.6,0,4.231,0.897,4.717,3.469,54.2,229.431,-1.592659114,0.210734396,-0.972053027,8415.124,0.61006,2.932766797
669,3-Pilosa-LBL,1,deamii,away,1721,1721_15,-88.12802,36.9404,0,5,4,307.36,0,7.015,0.966,7.262,5.542,52.3,129.154,-0.358238185,2.845622073,-0.386523647,8415.124,0.61006,2.932766797
682,3-Pilosa-LBL,1,deamii,away,1721,1721_12,-88.12802,36.9404,1,25,51,2475.44,1,4.008,0.631,6.352,2.159,58.3,118.366,-1.471867256,-0.512749292,1.640050043,8415.124,0.61006,2.932766797
687,3-Pilosa-LBL,1,deamii,away,1721,1721_13,-88.12802,36.9404,1,40,88,2075.84,0,4.001,0.692,5.782,2.227,50.1,262.618,-0.858779936,-1.453332219,-0.977303517,8415.124,0.61006,2.932766797
750,3-Pilosa-LBL,2,deamii,away,1721,1721_13,-88.12802,36.9404,1,30,59,1590,1,4.001,0.692,5.782,2.227,50.1,262.618,-0.858779936,-1.453332219,-0.977303517,8415.124,0.61006,2.932766797
756,3-Pilosa-LBL,2,deamii,away,1721,1721_15,-88.12802,36.9404,1,18,37,438,0,7.015,0.966,7.262,5.542,52.3,129.154,-0.358238185,2.845622073,-0.386523647,8415.124,0.61006,2.932766797
757,3-Pilosa-LBL,2,deamii,away,1721,1721_12,-88.12802,36.9404,1,61,97,2484,1,4.008,0.631,6.352,2.159,58.3,118.366,-1.471867256,-0.512749292,1.640050043,8415.124,0.61006,2.932766797
782,3-Pilosa-LBL,2,deamii,away,1721,1508_BG18,-88.12802,36.9404,1,0,0,-67,0,2.986,0.694,4.303,1.682,57.3,91.413,-2.178657828,-0.777120903,1.827806467,8444.601,0.61006,2.932766797
788,3-Pilosa-LBL,2,deamii,away,1721,1508_BG18,-88.12802,36.9404,1,0,0,100,0,2.986,0.694,4.303,1.682,57.3,91.413,-2.178657828,-0.777120903,1.827806467,8444.601,0.61006,2.932766797
819,3-Pilosa-LBL,3,deamii,away,1721,1721_19,-88.12802,36.9404,1,18,20,1557,1,4.333,0.765,5.664,2.787,56.5,189.463,-1.461071659,-0.205501725,0.165973646,8415.124,0.61006,2.932766797
862,3-Pilosa-LBL,3,deamii,away,1721,1721_19,-88.12802,36.9404,1,22,56,855,0,4.333,0.765,5.664,2.787,56.5,189.463,-1.461071659,-0.205501725,0.165973646,8415.124,0.61006,2.932766797
884,3-Pilosa-LBL,4,deamii,away,1721,1721_22,-88.12802,36.9404,1,30,21,2038.08,0,5.696,0.848,6.717,3.849,56.3,150.705,-1.02958747,1.188923037,0.268810041,8415.124,0.61006,2.932766797
890,3-Pilosa-LBL,4,deamii,away,1721,1721_21,-88.12802,36.9404,1,98,85,3143.56,0,4.231,0.897,4.717,3.469,54.2,229.431,-1.592659114,0.210734396,-0.972053027,8415.124,0.61006,2.932766797
908,3-Pilosa-LBL,4,deamii,away,1721,1721_22,-88.12802,36.9404,1,86,140,8784.24,0,5.696,0.848,6.717,3.849,56.3,150.705,-1.02958747,1.188923037,0.268810041,8415.124,0.61006,2.932766797
924,3-Pilosa-LBL,4,deamii,away,1721,1721_09,-88.12802,36.9404,1,3,0,204,0,6.042,0.688,8.782,3.537,51.7,128.199,-0.021774571,0.673089561,0.657864764,8415.124,0.61006,2.932766797
951,3-Pilosa-LBL,4,deamii,away,1721,1721_09,-88.12802,36.9404,1,24,49,368.8,0,6.042,0.688,8.782,3.537,51.7,128.199,-0.021774571,0.673089561,0.657864764,8415.124,0.61006,2.932766797
659,3-Pilosa-LBL,1,pilosa,home,1704,1704_01,-81.97334,30.77629,1,7,48,982,0,5.127,0.41,12.505,1.605,35.3,476.261,2.282135741,-4.016400157,-3.87850058,894671.612,0.464,5.225737025
735,3-Pilosa-LBL,2,pilosa,home,1704,1704_18,-81.97334,30.77629,1,12,107,2196,1,5.505,0.463,11.89,2.222,49.9,309.471,0.92960773,-1.940610514,-0.914017941,894671.612,0.464,5.225737025
793,3-Pilosa-LBL,2,pilosa,home,1704,1704_11,-81.97334,30.77629,1,4,38,205,1,6.803,0.427,15.932,2.314,48.9,266.59,1.924014063,-1.477984177,-0.228049197,894671.612,0.464,5.225737025
823,3-Pilosa-LBL,3,pilosa,home,1704,1704_10,-81.97334,30.77629,1,5,20,879,1,6.517,0.424,15.37,2.346,41.2,441.808,2.599609729,-2.806339556,-3.077916535,894671.612,0.464,5.225737025
869,3-Pilosa-LBL,3,pilosa,home,1704,1704_12,-81.97334,30.77629,1,2,40,1050,0,5.754,0.393,14.641,1.993,34.6,402.626,2.778476329,-3.260108146,-2.971310365,894671.612,0.464,5.225737025
886,3-Pilosa-LBL,4,pilosa,home,1704,1704_09,-81.97334,30.77629,1,0,39,1181,1,5.524,0.515,10.726,2.141,47.1,264.975,0.820330895,-1.707731258,-0.684401995,894671.612,0.464,5.225737025
655,3-Pilosa-LBL,1,pilosa,home,1708,1709_05,-83.52907,30.8033,1,2,28,614,0,5.164,0.392,13.173,1.674,37.6,387.5,2.136829361,-3.406347158,-2.528356215,815434.794,0.45319,4.34373561
695,3-Pilosa-LBL,1,pilosa,home,1708,1708_08,-83.52907,30.8033,1,9,33,1040,1,6.758,0.41,16.483,2.122,47,266.918,2.142596288,-1.719753224,-0.274347428,809149.005,0.45319,4.34373561
723,3-Pilosa-LBL,2,pilosa,home,1708,1709_04,-83.52907,30.8033,1,0,55,125,1,5.692,0.423,13.456,1.729,32.8,347.189,2.578919701,-3.117220636,-2.440122473,815434.794,0.45319,4.34373561
814,3-Pilosa-LBL,3,pilosa,home,1708,1709_06,-83.52907,30.8033,1,25,92,1335,0,5.159,0.389,13.262,1.309,33.6,303.712,2.310906737,-3.301809606,-1.664857455,815434.794,0.45319,4.34373561
891,3-Pilosa-LBL,4,pilosa,home,1708,1708_01,-83.52907,30.8033,1,5,23,2039,1,6.364,0.525,12.122,2.696,48.5,263.539,1.171616808,-1.087148615,-0.658628265,809149.005,0.45319,4.34373561
923,3-Pilosa-LBL,4,pilosa,home,1708,1709_08,-83.52907,30.8033,1,1,25,990,0,4.936,0.463,10.661,1.799,40.5,285.103,1.256210835,-2.51251852,-1.26961151,815434.794,0.45319,4.34373561
